review,rating,sentimen
padan dengan uang apa padan pas untuk acara gak sesuai styling beda banget kagak sesuai dengan model nya mana robek lagi baju,1,negatif
padan dengan uang iya nyaman kurang nyaman kata ld tapi kenapa ya gak muat cardi nya saya ld cuma tolong perhati lgi ya saya sudah nengok deskripsi sblum beli tapi yg datang kecil,0,negatif
kualitas bahan tidak sama seperti di gambar warna kurang pas pesan coklat datang coksu tapi tetap bagus suka kok,1,negatif
saran tampil bagus pas untuk acara pergi saja nyaman nyaman bngt bagus sesuai gmbar sesuai juga dengan harga baju muat celana ketet bgt tp gpp lah bagus juga,1,negatif
styling lumayan bahan tipis sesuai lah sama harga kirim cepat kurir ramah baik,1,negatif
gk sesuai warna yg di pesan sangat buruk kirim jg lama,-1,negatif
kualitas baik saran tampil warna nya bukan maroon tp merah biasa,1,negatif
nyaman bagus kualitas baik saran tampil mantap salah warna nya tpi bgus,0,negatif
padan dengan uang lumayan sesuai harga styling kurang besar,0,negatif
padan dengan uang tidak nyaman tidak saran tampil lumayan,-1,negatif
pas untuk acara saran tampil nerawang nyaman,0,negatif
saran tampil bugus pas untuk acara ap saja bugus sih tpi kain nx tipis dan baju nx pendak lagi,0,negatif
saran tampil tak sesuai dgn gambar sangat kacewa,0,negatif
barang sudah sampai kirain barang sama warna kayak di foto nyata tidak,1,negatif
kualitas aku pesan hijau yg datng malah warna ungu,-1,negatif
pas untuk acara jelek saran tampil jelek bahanya,-1,negatif
saran tampil bagus kualitas bagus apabila warna yang pes habis segera konfirmasi lah jangan asal kirim,1,negatif
pesan warna apa dapat warna apa padahal pesan warna navy dapat warna hitam,-1,negatif
styling pesan sudah darat dengan selamat kualitas hmmm kwalitas gak banget pas untuk acara malu maka nya,1,negatif
sedikit kecewa di pesan abu kok yg datang warna hitam,0,negatif
kualitas jelek styling jelek tidak sesuai harga bahanx tipis dan jelek,-1,negatif
nyaman bahan tipis terawang saran tampil celana terlalu pas banget klau mau duduk takut sobek,0,negatif
pas untuk acara bagus saran tampil bagus kualitas bagus alhamdulillah amanah,1,negatif
nyaman tidak sesuai do gambar padan dengan uang kainya tipis tidak sesuai dengan uang,0,negatif
hanya saja emas nya beranta dalem nya lipat nya gak rapi,1,negatif
kualitas kain tipis nyaman kurang pesan gk sesuai,1,negatif
pas untuk acara di rumah kualitas kurang tidak sesuai order warna kecewa gk sesuai ekspetasi dan gk sesuai warna yg saya order,-1,negatif
bahan lumayan bagus tpi kecewa siii yg psan warna army yg dtg mala warna ungu,0,negatif
tampil bahan sesuai lah harga ribu,-1,negatif
maaf sblumnya kirain kaya toko sblumnya aq beli mw coba toko deket eh ga sesuai kaya baju untuk anak padahal mw jd langgan nyesel baju nya aq kasih orng,0,negatif
warna tdk sesuai dng yg diposting beranda agak kecewa sih tapi ush lanjur pes,-1,negatif
kecewa di gambar bahan cringkle datang bahan ny kaya gitu,0,negatif
tampil bagus baget sesui foto,0,negatif
tampil jelek warna ok,-1,negatif
tampil bahan sesuai pesan nya celana datang nya rok tidak amanah,-1,negatif
gjeas bangtbsiii ulas udh di terima barang ya lom di terima aneh,-1,negatif
pket smpai lama brang datang cacat robek sngat kecewa jgn cri duit klo juaalan cari berkah jgn nipu orang gara gara mnipu orang planggan smua pergi kecewa mnaa tipis kcil sngat kecewa dan kecewa blnja toko ini,2,negatif
receh bgt ya tumben ya produk shopee tdk berkwalitas gin ini produk tdk layak pake sm skli ya mn kwaliti kontrol,2,negatif
barang sampai tapi cacat jahit nya jelek sobek tapi sdhlah barang murah juga harap maklum,2,negatif
baju ok sih tp sobek sebenernya suka tp jadi kurang suka karena sobek trs ada noda belakang,2,negatif
tampil bagus warna bagus maaf ya kak saya kasih bintanhlg karena tidak sesuai skripsi kata bahan flanel ini yabg dateng jersey tipiiiis banget terawang jahit tidak rapi benang dan kain beda warna,1,negatif
ukur xl kecil banget bahan jga tipis gak sesuai banget nyesel deh dah bli,1,negatif
paket datang dgn baik cmn bahan tipis dan terawang jd hrs pakai dalem cmn gk papa lah makasih ya,2,negatif
maaf kasih bintang kain sih lumayan buat harga segitu gak realpict banget jaitan banyak rijek bolong amburadul lain kali jelas bahan dan jaitan baik lagi,2,negatif
gak sesuai ekspektasi ukur kecil ga muat di badan dan jauh banget beda sama di foto padahal badan aku bilang kecil dan kurus tapi tetap aja ga muat jauh banget itumah kaya baju buat anak kecil usia tahun,2,negatif
gw beli pcs yang satu bolong di bagi ketek kecewa bngt pdhl itu order orang rugi bngt gw ukur kecil dan kain nerawang kecewa bngt gw,1,negatif
tl gmn si masak ukur nya ngk ada pas sampe mlh ukur anak sd ngk jelas banget si jangan beli sni ngk jls barang nya,1,negatif
kain tipis banget mana kecil lagi pas sy pakai beda banget sama iklan tapi ap boleh buat mau nggak mau harus di ambil mksih,1,negatif
warna no belike tampil gak oke ah nyesel belik bahanya tipis kayak saring teh uda gitu kurir perkara aja pun masalah,1,negatif
masya allah ajj yaa bahan nya super super tipis apa hrga nya yg emang murah bgt smpai segitu nya juga tipis,2,negatif
kirim sangat beda dengan foto nya ukur kecil sekali udh saya pilih metode ukur nya xl kenapa ukuranya,2,negatif
kecewa sangat baju sangat jelek seperti kain lap jahit tdk rapi makanya tidak kasih nampak baju,2,negatif
kecewa tidak sesuai pesan baju kecil pendek dan robek juga dekat pungung nya,2,negatif
bahan kasar dan tipis tidak sesuai skripsi kl dipake kain panas banget,2,negatif
bahan nya kurang bagus baju nya tidak sesuai yang kita ingin kan,1,negatif
tampil bahan tipis ngak kayak di foto lihat tebal warna cocok,1,negatif
serius gak cukup sama ukur badan pliss bahan nya tipis mau nang gilak,1,negatif
baju tidak sesuai ekspetasi terlalu kecil dan bahan tipis bgt loooooh,1,negatif
apa jelek kli pun baju nya yah sesuai si dngn harga terimakasih,1,negatif
kirim lambat sangattt baju tipis tapi sesuai lah dengan harga,2,negatif
kualitas produk kurang baik tapi ya sama dengan harga nya,2,negatif
tampil tidak sesuai ekspektasi,2,negatif
bahan tipis jaitan kurang rapi bolong lagi,1,negatif
jahit ga rapi kain tipis baju nya bolong,1,negatif
kecil banget baju nya kayak baju bayi sumpah ga sempet moto sih langsung ku kasih ke ponaan,2,negatif
jeleeek bngt udh kya elap jeleek bngt bhanny kecewaaa bngt beliny,1,negatif
bahan tipis banget ga sesuai sama gambar sedih dan kecewa banget,2,negatif
tampil bahan tipis cocok la untuk harga segitu,2,negatif
kata flanel nyata bahan kaya kaos bola tpis,1,negatif
produk tidak sesuai gambar sungguh kecewa sekali,1,negatif
ah tipis lebih kaya anak sd,1,negatif
bahan terlalu tipis cocok lh dgn harga,1,negatif
tampil bagus warna cantik sih,2,negatif
kirain kain nya tebel kayak di fto,2,negatif
gak sesuai ukur malah ke kecil,2,negatif
produk sesuai harga mantap lah,2,negatif
bahan tipis uda gitu gak sesuai,2,negatif
bahan tipis tali ada,1,negatif
lama bangettt kirim tp gpp,2,negatif
tipis banget nyesel,2,negatif
yyyuuiiooooooooookmmnnhhgfss hiv green hiv usb hub green hiv green hiv green hub gan gin tren hiv greenhjjjbbvgjn,1,negatif
nyesel beli sini tipis dia aku kecil kecewa pokok,2,negatif
bahan tipis banget,2,negatif
tampil ko tipis ya bahan nya sesuai si sama harga,2,negatif
tampil tidak sesui dengan di gambar banyak yg robek,1,negatif
pesan abu abu datengnya ungu,1,negatif
padan dengan uang sesuai harga tapi gc sama dengan contoh pas untuk acara untuk hari hari kualitas sesuai harga tapi jahit gc rapi banyak yg lepas lengan nya terlalu ke bawah kurang tarik turut aqw,1,negatif
bahan tipis banget di aku nerawang terus kecil lagi,2,negatif
kurang,1,negatif
mayan,2,negatif
pas untuk acara apa sja bahan tipis,2,negatif
tampil najis tipisss jangan beli gasesuai,1,negatif
warna celana bagus yg saya tidak suka dengan bahan baju kaya bahan payung,1,negatif
baju bahan panas celana bagus gambar sesuai sama di foto,1,negatif
kain baju jelek dan celana agak kecil sama saya,2,negatif
nan,2,negatif
warna sama masalah cocok foto dll ga peduli tapi bahan baju yg tulis di deskripsi blouse bohong bahan itu parasut lo tau parasut kek gimana kena ujan kek bunyi kresek bahan baju tulis blouse bohong banget bahan parasut celana yg blouse bisa bedain gak kalau nyuruh return males gue ribet kalau protes karena gw ngasih bintang lo perbaikin dulu tuh deskripsi aneh,2,negatif
nyaman tdk nyaman pas untuk acara tdk pass untuk acaraa saran tampil gk bguss gk baguss ajg bajunyaaa kek kerasss bngt apalagi celana tipiss bngtt buang uang aku ribuuu belum lagi diomelin am mama poko gk bguss minimal harganyaa sama kek kualitas ini baju udh jlk,1,negatif
ko datang baju warna putih yaa tapi gapapa lah,2,negatif
ada robek di bagi ketiak mang baik klo mau kirim di cek dlu barang nya,1,negatif
padan dengan uang tidak padan dengan harga nyaman tidak nyaman styling tidak kalau nggak minat jual jangan jual jahatian nggak tapi bahan tipis pokok tidak sesuai terimakasih,1,negatif
kalau mau packing mending di cek dlu barang jangan asall kirimmm pesa warna apa yg datang warna nya apa kecewa beratt packing elit teliti sulit,1,negatif
saran tampil kurang pas untuk acara gak kualitas biasa aja baju gak sesuai ekspektasi tp wajar lah harga segitu kresek kresek baju,2,negatif
lain kali kalau jual yang jujur dong kak masak barang bolong gin kasi ke pembeliii,2,negatif
toko tidak amanah pesan one set cmn kirim yang tanpa celana komplen tidak di proses moga jujur toko di laku,1,negatif
gaa real pict sii masaa aku pesennyaa putih hitam malah kasih warna celana warna hijau trus kain gaa muas,2,negatif
kualitas lumayan warna yang di pesan sesuai kurang suka sama bahan baju nya tapi gpp worth it buat harga segitu,2,negatif
bju nya lumayan lah cmn celana nya ga bisa pakai jahit nya ga rapi paksa hrus pakai dngn celana yang lain,2,negatif
yang deakripsi produk smaa baju yang datang cuma celana aja gak usah klen blanja dsni we nyesall kali,1,negatif
nyaman pesan nya stelan dtg baju satu celana kualitas tidak amanah padan dengan uang kalo barang tidak ada mesti ada balik uang donk ini harga sma tapi brang tidak sesuai gimna nya ini toko tidk amanah pesan stelan yg dtg stelan clna,1,negatif
padan dengan uang buruk sen baju stelan dateng nya baju nya doang lupa di video kan sih gak amanah bgt sih,1,negatif
saran tampil lumayan kualitas aman nyaman nyaman sih maaf ka baju kok gk ada kancing tipis banget,1,negatif
sangat buruk toko ini yang sen warna hitam sama putih yg datng mlh army sama putih malah baju sobekkk,1,negatif
saran tampil tampil buruk bahan tipis jelek nyaman baju gak serep keringat styling buruk,1,negatif
padan dengan uang lumayan saran tampil baik kualitas baik tpi celana kurang bgus,2,negatif
gk bagus banget baju udah sobek kok masih jual sih nyesel banget aku beli di toko ini,1,negatif
nyaman bawah nya besar nggak cocok padan dengan uang tdk kualitas,2,negatif
celana kecil terus jaitannya nggak rapi miss bentuk klo pake celana,2,negatif
nyaman sen baju buat anak yg dtng mlah sagede gaban kualitas lumayan,2,negatif
saran tampil baju nya jelek kualitas celana ny sesuai hrga lh tpi bju ny kek sampah,1,negatif
saran tampil biasa bahan kainx tipis terawang dan bajux terlalu kecil,2,negatif
nyaman kurang pas untuk acara ga ad baju terlalu pendek dan celana tipis,1,negatif
kualitas lumayan styling sesuai harga sih nyaman enak di pakai hari hari,1,negatif
padan dengan uang ya mau gk mau nama nya murah gk kn sma dgn yg harga nya yg sepdan kain nya panas tangan nya gk pas ketika,2,negatif
kalau baju bagus tapi kalau kulot nya jelek tipiss dann besarr sekali,1,negatif
styling not worth buying nyaman ga nyaman baju kyk bahan payung,1,negatif
nyaman bahan baju tidak nyaman dan panas kalau di pake,2,negatif
sngt bagus baju trmksh shoppy dn untuk kurir hti jln,2,negatif
nyaman lmyn saran tampil bgs cma tps bhnny pas untuk acara pas,1,negatif
saran tampil jahit nya gx sesuai celana dan baju nya pada robek,1,negatif
kualitas tipis kayak kain lap tapi lumayan la sm harga,2,negatif
barang jelek baju nya lagi kayak jas hujan celana brantakan,1,negatif
kualitas sesuai harga baju kecil gak muat nyesel beli,1,negatif
saran tampil lumayan padan dengan uang padan kualitas lumayan sen putih di kirim hitam hadeeeehh gimna sih ga amanah,2,negatif
gimana ni ka saya sen yg dtg saya bayar loh ka,1,negatif
yang kirim baju beda sama yang datang kecewa bangett,1,negatif
sangat kecewa bgt sih belanja sini saya pesan yg dtg cuman mana bayar dua lagi admin ny juga ribet,2,negatif
ga sesuai sama yg saya pesan kata one set pas datang kok cuma celana kecewa bgt si jelas jelas saya pesan nya yg one set yg isi nya celana sama baju tapi yang dtg cuma celana,1,negatif
jgn goda sama murah kualitas jelek banget,1,negatif
saran tampil jahit kurang rapi kualitas standar sesuai sams harga styling kurang puas lumayan kecewa sama bahan tapi gapapa lah sesuai harga juga bahan,2,negatif
saran tampil kk coba di cek kembali pesan saya saya pesan pasang yg datang kok cuma satu pasang gimana ini kk padahal lebaran mau di pakai saya gak mau tau ya kk tau nya uang saya kembali kasi sama anak saya dan teman nya gak bisa pakai baju sama saya ingin uang saya kembali ya kk kalau tidak ama toko ini akan saya viralkan,1,negatif
baju ank thun kok yg dtng baju emk gede bngt gx sesuai bngt sih asal bngt jual,1,negatif
pas untuk acara cuaca dingin padan dengan uang iya nyaman panas banget bahan,2,negatif
sayaa kecewa berat saya beli duaaa di anter cumaa satuuu gimana dong ada yg bisa bantu,1,negatif
saya pesan ehhh yang datang cuma satu pdhl kan byr nya brng saya minta tanggung jawab nya respon lama lagi kan org rugi jadi nya,1,negatif
saran tampil bagus sih tapi kenapa panjang pendekk bawah nya,1,negatif
toko gk amanah barang yg kirim tidak sesuai dengan pesan saya pesan setel kemeja gak kirim,1,negatif
saran tampil kualitas kain baju keras banget jahit celana gk rapi sama sekali,1,negatif
hati kalu beli di toko ini ukur di deskripsi gak sama dengan yang terima,1,negatif
jahit ga rapi bahan nya jg jelek ga sesuai ekspetasi,2,negatif
maaf ya kak aku gk tau kayak gimna barang nya barang ngak sampai sma aku aku tanya sma kekuarga juga gk ada yg nerima paket jadi aku ngak tau gimna produk kknya,1,negatif
nyaman lumayan pas untuk acara cocok tpi baju nya bau min tpi enak kok di pake saran tampil turut sya celana nya jgn terlalu longgar bawah nya,1,negatif
styling aja kualitas kain nya tipis bgt nyaman panas dipake,2,negatif
saran tampil tak sesuai baju kaku celana gak sesuai,2,negatif
kualitas hareudanggggg padan dengan uang ya saran tampil tarik baju nya bahanya payung anti air hareudang hareudang panas dan hareudanggg,2,negatif
celana nya lumayan si bisa di pake hari hari baju nya ada yang kotor trus nerawang,2,negatif
padan dengan uang barang sesuai dengan hrga lah ya styling gk terlalu suka baju soal bagi bawah karet nyaman lumayan lah,2,negatif
sesuai sama foto sih tp ga expect kain baju ternyta kyak kertas gtu dan kyaknya gampang luntur kirim jg agak lama,2,negatif
pesan warna hitam sama army dateng nya warna aja gimana ini kk,1,negatif
pas untuk acara pake hari kualitas tipis saran tampil tipis tapi cocok si dengan harga segitu,2,negatif
styling saran tampil kurang padan dengan uang tidak mba ini mksdnya gimana ya tulis nya setel tp ko cuma ada celana nya doang baju nya gak ada,1,negatif
tidak sesuai pesan sen putih hitam datengnya hitam hitam,1,negatif
ps nyampe sih bagus kong ps cuci baju jahit trlepas pdhl bru kli cuci aplgu klw udh brkalii llu celanany ad noda llu susah banget kluar duhhh,1,negatif
kualitas jahit mleyot pas di lengan ikut jahit jd bisa pakai,2,negatif
nyaman kaya payungg huaaa kualitas ga bagus tpi bagus sih ah gatau deh,2,negatif
tampil bagus tapi celana sobek sedikit warna bagus,1,negatif
sangat buruk saya bayar co tapi yang di kirim waktu live saya coba tanya kata suruh kirim video unboxing waktu saya kirim video unboxing nya tetapi tidak ada respon sama sekali,1,negatif
tampil celana tidak sesuai foto jahit jelek untuk warna pas aja sesuai foto,2,negatif
warna sesuai baju nya ke kecil bahan nya kyak bahan payung,1,negatif
styling tau saya kalo beli ini satu setel eh pas paket dateng tk bukak cuman baju ga ada celana,1,negatif
tampil bahan nya panas malah kaya jaket warna warna nya si sesuai kecewa banget si di kirain nya bahan nya bagus gatau nya malah kaya jaket gtu bahan nya,1,negatif
bahan bagus tapi syg banget kurang amanah yang di pesan psang yg datang pasang sementara harga yg di bayar harga pasang kecewa banget si padahal situ tera pcs tapi yg ad di dlamnya cuman,1,negatif
wearing comfort gak nyaman value for money harga murah suggested look tampil sih oke buat kalian yang penasaran boleh coba tapi jangan nyesel soal bahan tuh kurang bagus gitu bahan baju kayak buat gorden terus celana tipis banget pas nonton di live tuh yg di review liat bagus gitu pas udah co kok gak sama kayak yang di review pas live buat ajar aja ya jangan giur dengan harga yang murah buat sellernya lain mending jual baju yang emang punya kualitas biar nggak ngecewain langgan,1,negatif
saran tampil baik pas untuk acara jalan aja baju bagus cantik keren dechh maksih cuman pngirimn sangat lama lebih dari hari,2,negatif
tidak sesuai yang pes,2,negatif
sesuai harga agak tipis baju,1,negatif
